BAT_NAME(BAT105)  HYPERLEDA_NAME             COUNTERPART_NAME           TYPE_AGN       RA        DEC       (m-M)     ERR_(m-M)   DL[Mpc]   ERR_LN(DL)   FLUX(14-195keV)[1E-12erg.cm-2.s-1] ERR_FLUX    FLAG_(m_M)_(Hyperleda/Ned)         
J2001.0-1811      PGC063981                  2MASXJ20005575-1810274     Sy1.9          300.25    -18.17    36.06     0.10        162.9     0.046        24.7                               N/A         H                                  
J0001.0-0708      PGC1023662                 2MASXJ00004876-0709117     Sy1.9          0.23      -7.16     36.07     0.10        163.7     0.046        13.5                               N/A         H                                  
J0902.7-4814      N/A                        2MASXJ09023729-4813339     Sy1            135.67    -48.22    36.07     0.15        163.7     0.069        28.8                               N/A         N                                  
J0626.6-3702      PGC628421                  6dFJ0626586-370559         Sy1.9          96.61     -37.01    36.09     0.10        165.2     0.046        13.1                               N/A         H                                  
J0414.8-0754      PGC014727                  IRAS04124-0803             Sy1.5          63.72     -7.91     36.10     0.10        166.0     0.046        19.3                               N/A         H                                  
J1506.7+0353B     2MASXJ15064412+0351444     2MASXJ15064412+0351444     Sy2            226.72    3.86      36.10     0.10        166.0     0.046        15.7                               N/A         H                                  
J0233.4+2754      PGC009733                  Mrk1179                    Sy1.9          38.34     27.94     36.10     0.10        166.0     0.046        13.2                               N/A         H                                  
J0904.3+5538      2MASXJ09043699+5536025     2MASXJ09043699+5536025     Sy1.2          136.16    55.57     36.10     0.11        166.0     0.051        13.2                               N/A         H                                  
J2330.5+7124      PGC2742800                 IGRJ23308+7120             Sy2            352.56    71.39     36.10     0.10        166.0     0.046        10.5                               N/A         H                                  
J0743.0+6513      PGC021624                  Mrk78                      Sy2            115.79    65.19     36.11     0.09        166.7     0.041        10.0                               N/A         H                                  
J1114.3+7944      PGC034261                  MCG+13-08-056              Sy2            168.51    79.72     36.12     0.09        167.5     0.041        15.5                               N/A         H                                  
J0759.8-3844      N/A                        2MASSJ07594181-3843560     Sy1.2          119.94    -38.74    36.12     0.15        167.5     0.069        51.2                               N/A         N                                  
J1617.7+0612      PGC3098148                 1AXGJ161746+0603           Sy1.5          244.42    6.12      36.13     0.09        168.3     0.041        15.3                               N/A         H                                  
J0128.4+1631      PGC005486                  CGCG459-058                Sy1.9          22.12     16.48     36.13     0.09        168.3     0.041        14.0                               N/A         H                                  
J0936.2-6553      6dFJ0936063-654833         2MASXJ09360622-6548336     Sy2            144.07    -65.83    36.13     0.09        168.3     0.041        12.5                               N/A         H                                  
J1429.8-4199      PGC569809                  IGRJ14301-4158             Sy2            217.45    -42.00    36.13     0.09        168.3     0.041        12.0                               N/A         H                                  
J1546.3+6928      PGC2730634                 2MASXJ15462424+6929102     Sy2            236.59    69.50     36.14     0.09        169.0     0.041        14.2                               N/A         H                                  
J1144.1+3652      PGC036541                  KUG1141+371                Sy1.2          176.14    36.87     36.15     0.09        169.8     0.041        15.0                               N/A         H                                  
J1441.4+5341      PGC052436                  Mrk477                     Sy1.9          220.22    53.55     36.16     0.09        170.6     0.041        14.0                               N/A         H                                  
J0926.1+6931      N/A                        2MASXJ09254750+6927532     Sy1.9          141.47    69.49     36.16     0.15        170.6     0.069        11.9                               N/A         N                                  
J2214.7-3848      ESO344-016                 ESO344-G016                Sy1.5          333.68    -38.82    36.17     0.09        171.4     0.041        11.7                               N/A         H                                  
J0120.7-1444      PGC004849                  MCG-03-04-054              UnknownAGN     20.21     -14.72    36.17     0.09        171.4     0.041        10.0                               N/A         H                                  
J0623.9-6058      ESO121-028                 ESO121-IG028               Sy2            95.94     -60.98    36.19     0.09        173.0     0.041        29.7                               N/A         H                                  
J0801.9-4946      ESO209-012                 ESO209-G012                Sy1.5          120.48    -49.79    36.19     0.09        173.0     0.041        20.1                               N/A         H                                  
J1217.2-2611      ESO505-030                 ESO505-IG030               Sy2            184.25    -26.18    36.19     0.09        173.0     0.041        17.4                               N/A         H                                  
J0047.3+1445      UGC00488                   UGC00488                   Sy1            11.83     14.74     36.19     0.09        173.0     0.041        11.3                               N/A         H                                  
J1938.1-5108      PGC089057                  2MASXJ19380437-5109497     Sy1.2          294.56    -51.18    36.20     0.09        173.8     0.041        17.5                               N/A         H                                  
J0656.4-4921      PGC478026                  2MASXJ06561197-4919499     Sy2            104.07    -49.34    36.23     0.09        176.2     0.041        10.9                               N/A         H                                  
J0003.3+2737      PGC1814347                 2MASXJ00032742+2739173     Sy2            0.86      27.64     36.23     0.09        176.2     0.041        10.3                               N/A         H                                  
J0736.9+5846      PGC021400                  Mrk9                       Sy1.2          114.33    58.80     36.25     0.09        177.8     0.041        9.8                                N/A         H                                  
J1021.7-0327      PGC030311                  ARK241                     Sy1.9          155.41    -3.46     36.26     0.09        178.6     0.041        21.1                               N/A         H                                  
J1017.0-0404      PGC1063109                 2MASXJ10171680-0404558     Sy2            154.29    -4.04     36.26     0.09        178.6     0.041        13.6                               N/A         H                                  
J0106.8+0639      PGC003938                  2MASXJ01064523+0638015     Sy2            16.66     6.63      36.27     0.09        179.5     0.041        17.9                               N/A         H                                  
J1723.5+3630      PGC3096545                 2MASXJ17232321+3630097     Sy1.5          260.87    36.48     36.28     0.09        180.3     0.041        22.6                               N/A         H                                  
J1341.2+3023      PGC048432                  Mrk268                     Sy1.9          205.30    30.37     36.28     0.09        180.3     0.041        18.6                               N/A         H                                  
J1856.2-7829      PGC140831                  2MASXJ18570768-7828212     Sy1            284.37    -78.50    36.29     0.09        181.1     0.041        23.6                               N/A         H                                  
J1651.2-0144      PGC1117436                 2MASXJ16510578-0129258     UnknownAGN     252.81    -1.44     36.29     0.09        181.1     0.041        11.5                               N/A         H                                  
J0856.1+0052      PGC025074                  CGCG005-032                Sy1.9          133.93    0.82      36.29     0.09        181.1     0.041        10.3                               N/A         H                                  
J2041.7-5363      ESO187-002                 ESO187-G002                Sy1.5          310.43    -53.63    36.29     0.09        181.1     0.041        9.7                                N/A         H                                  
J0924.2-3141      6dFJ0923537-314131         2MASXJ09235371-3141305     Sy2            141.01    -31.70    36.32     0.09        183.7     0.041        14.1                               N/A         H                                  
J0521.0-2522      PGC017155                  2MASXJ05210136-2521450     Sy2            80.21     -25.35    36.32     0.09        183.7     0.041        9.7                                N/A         H                                  
J1341.2-1439      PGC084044                  2MASXJ13411287-1438407     Sy1.2          205.31    -14.64    36.33     0.09        184.5     0.041        25.2                               N/A         H                                  
J0632.8+6343      PGC019157                  VIIZw073                   Sy2            97.66     63.69     36.33     0.09        184.5     0.041        10.0                               N/A         H                                  
J0345.2-3935      PGC074977                  LCRSB034324.7-394349       Sy1.2          56.30     -39.57    36.34     0.09        185.4     0.041        10.2                               N/A         H                                  
J1816.0+4236      PGC061664                  UGC11185NED02              Sy2            274.05    42.63     36.35     0.09        186.2     0.041        22.1                               N/A         H                                  
J0128.0-1850      PGC005478                  MCG-03-04-072              Sy1            22.02     -18.80    36.35     0.09        186.2     0.041        20.0                               N/A         H                                  
J0422.7-5611      ESO157-023                 ESO157-G023                Sy2            65.64     -56.19    36.36     0.09        187.1     0.041        22.2                               N/A         H                                  
J2307.1+0433      PGC070504                  PG2304+042                 Sy1.2          346.78    4.56      36.36     0.09        187.1     0.041        17.0                               N/A         H                                  
J1518.8+2085      UGC09813                   UGC09813                   Sy2            229.70    20.86     36.36     0.09        187.1     0.041        9.2                                N/A         H                                  
J0234.6-0848      NGC0985                    NGC985                     Sy1.5          38.66     -8.79     36.37     0.09        187.9     0.041        30.2                               N/A         H                                  
J0206.2-0019      UGC01597                   Mrk1018                    Sy1.2          31.58     -0.27     36.37     0.09        187.9     0.041        24.3                               N/A         H                                  
J0331.3+0538      PGC3095641                 2MASXJ03305218+0538253     Sy1.9          52.78     5.64      36.37     0.09        187.9     0.041        9.8                                N/A         H                                  
J0701.3-3235      6dFJ0701103-323453         2MASXJ07011026-3234534     UnknownAGN     105.30    -32.61    36.38     0.09        188.8     0.041        9.5                                N/A         H                                  
J0659.6+5412      PGC019976                  Mrk374                     Sy1            104.91    54.16     36.40     0.09        190.5     0.041        10.3                               N/A         H                                  
J0441.8-0823      PGC3095696                 1RXSJ044154.5-082639       Sy1            70.45     -8.37     36.41     0.08        191.4     0.037        10.9                               N/A         H                                  
J1130.9+6887      PGC139586                  2MASXJ11310476+6851528     Sy1            172.74    68.88     36.43     0.08        193.2     0.037        9.8                                N/A         H                                  
J1132.9+1019A     PGC3091281                 IC2921                     Sy1.2          173.19    10.24     36.44     0.08        194.1     0.037        17.6                               N/A         H                                  
J1722.6+3086      PGC060163                  Mrk506                     Sy1.5          260.65    30.87     36.44     0.08        194.1     0.037        15.7                               N/A         H                                  
J1048.6-3901      6dFJ1048338-390238         2MASXJ10483385-3902375     UnknownAGN     162.17    -39.03    36.44     0.08        194.1     0.037        11.0                               N/A         H                                  
J0504.6-7345      2MASXJ05043414-7349269     2MASXJ05043414-7349269     Sy2            76.20     -73.77    36.45     0.08        195.0     0.037        15.8                               N/A         H                                  
J0238.2-5213      ESO198-024                 ESO198-024                 Sy1.9          39.56     -52.20    36.46     0.08        195.9     0.037        32.0                               N/A         H                                  
J0244.8+6227      PGC074110                  [HB89]0241+622             Sy1.2          41.25     62.47     36.47     0.08        196.8     0.037        92.1                               N/A         H                                  
J1512.0-2119      PGC054253                  2MASXJ15115979-2119015     Sy1.5          227.98    -21.32    36.47     0.08        196.8     0.037        32.7                               N/A         H                                  
J2346.8+5143      2MASXJ23470479+5142179     1ES2344+514                BeamedAGN      356.76    51.69     36.47     0.08        196.8     0.037        10.0                               N/A         H                                  
J0123.9-5846      ESO113-045                 Fairall9                   Sy1.2          20.96     -58.80    36.50     0.08        199.5     0.037        48.4                               N/A         H                                  
J1519.6+6538      PGC054699                  CGCG319-007                Sy1.9          229.91    65.61     36.50     0.08        199.5     0.037        18.1                               N/A         H                                  
J0423.5+0414      PGC015023                  2MASXJ04234080+0408017     Sy2            65.92     4.16      36.52     0.08        201.4     0.037        24.2                               N/A         H                                  
J0709.0-4642      PGC511628                  2MASXJ07084326-4642494     Sy2            107.23    -46.75    36.53     0.08        202.3     0.037        13.4                               N/A         H                                  
J1343.1+8038      PGC048625                  2MASXJ13435300+8035495     UnknownAGN     205.74    80.63     36.53     0.08        202.3     0.037        12.9                               N/A         H                                  
J2327.4+1525      PGC1483882                 2MASXJ23272195+1524375     BeamedAGN      351.81    15.43     36.53     0.11        202.3     0.051        10.8                               N/A         H                                  
J0211.1-4944      ESO197-027                 ESO197-G027                Sy2            32.74     -49.72    36.53     0.08        202.3     0.037        9.8                                N/A         H                                  
J0641.3+3257      N/A                        2MASXJ06411806+3249313     Sy2            100.33    32.85     36.53     0.15        202.3     0.069        31.9                               N/A         N                                  
J1751.2-2020      N/A                        IGRJ17513-2011             Sy1.9          267.81    -20.21    36.53     0.15        202.3     0.069        19.3                               N/A         N                                  
J1453.3+2558      N/A                        2MASXJ14530794+2554327     Sy1            223.24    25.91     36.53     0.15        202.3     0.069        22.8                               N/A         N                                  
J1303.4-1342      PGC083771                  2MASXJ13032223-1341332     Sy1.2          195.80    -13.67    36.55     0.08        204.2     0.037        16.8                               N/A         H                                  
J0803.4+0842      PGC1351981                 2MASXJ08032736+0841523     Sy1.5          120.89    8.68      36.56     0.08        205.1     0.037        19.8                               N/A         H                                  
J2304.8-0843      PGC070409                  Mrk926                     Sy1.5          346.18    -8.69     36.58     0.08        207.0     0.037        110.2                              N/A         H                                  
J1431.2+2816      PGC051873                  Mrk684                     Sy1            217.80    28.24     36.58     0.08        207.0     0.037        13.8                               N/A         H                                  
J0107.7-1137B     PGC963299                  2MASXJ01073963-1139117     Sy2            16.91     -11.63    36.59     0.08        208.0     0.037        15.3                               N/A         H                                  
J0100.9-4750      PGC003609                  ESO195-IG021NED03          Sy2            15.16     -47.87    36.60     0.08        208.9     0.037        15.7                               N/A         H                                  
J0838.7+0414      PGC1263850                 2MASXJ08384815+0407340     Sy2            129.67    4.15      36.60     0.08        208.9     0.037        10.6                               N/A         H                                  
J1845.4+7211      PGC062358                  CGCG341-006                Sy2            281.37    72.20     36.60     0.08        208.9     0.037        9.1                                N/A         H                                  
J2333.9-2342      PGC071756                  PKS2331-240                BeamedAGN      353.47    -23.69    36.61     0.08        209.9     0.037        16.1                               N/A         H                                  
J2004.6-1111      PGC968357                  2MASXJ20043345-1113515     UnknownAGN     301.15    -11.19    36.61     0.08        209.9     0.037        13.2                               N/A         H                                  
J1043.4+1105      SDSSJ104326.47+110524.2    SDSSJ104326.47+110524.2    Sy1.5          160.84    11.08     36.62     0.08        210.9     0.037        12.8                               N/A         H                                  
J1959.6+6507      PGC2674942                 1ES1959+650                BeamedAGN      299.97    65.16     36.63     0.08        211.8     0.037        29.0                               N/A         H                                  
J0324.9+4044      PGC097012                  IRAS03219+4031             Sy2            51.37     40.71     36.63     0.08        211.8     0.037        18.7                               N/A         H                                  
J1643.4+0986      PGC058835                  CGCG081-001                UnknownAGN     250.85    9.86      36.63     0.08        211.8     0.037        12.0                               N/A         H                                  
J0036.3+4540      PGC002172                  CGCG535-012                Sy1.2          9.10      45.66     36.64     0.08        212.8     0.037        16.3                               N/A         H                                  
J0524.1-1210      PGC017233                  IRAS05218-1212             Sy1.5          81.04     -12.21    36.65     0.08        213.8     0.037        19.2                               N/A         H                                  
J1152.1-1122      PGC037161                  PG1149-110                 Sy1.2          178.06    -11.34    36.67     0.08        215.8     0.037        16.9                               N/A         H                                  
J1548.6-3211      PGC165674                  ESO450-16                  Sy2candidate   237.16    -32.11    36.67     0.07        215.8     0.032        14.2                               N/A         H                                  
J0157.2+4715      PGC2295246                 2MASXJ01571097+4715588     Sy1            29.29     47.26     36.67     0.08        215.8     0.037        12.1                               N/A         H                                  
J0548.4-4748      PGC017883                  ESO205-IG003NED01          Sy2            87.07     -47.78    36.69     0.07        217.8     0.032        8.8                                N/A         H                                  
J0213.7+5147      PGC2399398                 TXS0210+515                BeamedAGN      33.55     51.77     36.70     0.11        218.8     0.051        13.7                               N/A         H                                  
J0209.7+5226      PGC138501                  LEDA138501                 Sy1            32.40     52.45     36.71     0.07        219.8     0.032        55.6                               N/A         H                                  
J0113.8+1313      UGC00774                   Mrk975                     Sy1.2          18.48     13.22     36.71     0.07        219.8     0.032        13.5                               N/A         H                                  
J0919.2+5528      PGC101470                  SBS0915+556                Sy2            139.87    55.38     36.72     0.07        220.8     0.032        10.0                               N/A         H                                  
J1540.5+1416      PGC3090782                 SDSSJ154012.96+141643.2    Sy1.9          235.07    14.27     36.73     0.07        221.8     0.032        11.9                               N/A         H                                  
J2044.0+2832      PGC3096594                 RXJ2044.0+2833             Sy1.2          311.03    28.55     36.75     0.07        223.9     0.032        16.6                               N/A         H                                  
J0437.4-4713      PGC3095692                 2MASXJ04372814-4711298     Sy1            69.41     -47.21    36.76     0.07        224.9     0.032        9.9                                N/A         H                                  
J1354.1-3748      PGC049418                  TOLOLO00113                Sy2            208.53    -37.79    36.78     0.07        227.0     0.032        22.1                               N/A         H                                  
J2118.9+3336      PGC2034356                 2MASXJ21192912+3332566     Sy1.5          319.87    33.55     36.78     0.07        227.0     0.032        13.6                               N/A         H                                  
J1036.9-1135      PGC965758                  2MASXJ10370374-1126248     Sy1            159.22    -11.36    36.78     0.07        227.0     0.032        11.0                               N/A         H                                  
J1355.9+1822      UGC08850                   Mrk463                     Sy1.9          208.99    18.31     36.78     0.07        227.0     0.032        8.5                                N/A         H                                  
J0418.3+3800      3C111                      3C111.0                    Sy1.2          64.59     38.02     36.79     0.07        228.0     0.032        118.7                              N/A         H                                  
J2214.2-2557      PGC134456                  2MASXJ22140917-2557487     Sy2            333.54    -25.95    36.79     0.07        228.0     0.032        13.3                               N/A         H                                  
J1356.1+3832      PGC049528                  Mrk464                     Sy1.5          208.96    38.56     36.80     0.07        229.1     0.032        18.2                               N/A         H                                  
J1656.1-5200      N/A                        1RXSJ165605.6-520345       Sy1.2          254.04    -52.05    36.80     0.15        229.1     0.069        43.2                               N/A         N                                  
J0753.1+4559      PGC2272950                 B30749+460A                Sy1.9          118.24    45.99     36.81     0.07        230.1     0.032        14.9                               N/A         H                                  
J0046.1-4214      PGC002702                  PKS0043-42                 LINER          11.52     -42.15    36.81     0.09        230.1     0.041        10.9                               N/A         H                                  
J0113.8-1450      PGC004426                  Mrk1152                    Sy1.2          18.47     -14.86    36.82     0.07        231.2     0.032        24.0                               N/A         H                                  
J0923.6-2136      PGC026612                  PKS0921-213                BeamedAGN      140.91    -21.61    36.83     0.07        232.3     0.032        18.8                               N/A         H                                  
J1310.7+0834      2MASXJ13105723+0837387     2MASXJ13105723+0837387     Sy2            197.67    8.57      36.83     0.07        232.3     0.032        11.6                               N/A         H                                  
J1940.4-3015      PGC2817164                 IGRJ19405-3016             Sy1.2          295.05    -30.25    36.85     0.07        234.4     0.032        24.9                               N/A         H                                  
J1516.5+0016      PGC054518                  CGCG021-063                BeamedAGN      229.11    0.16      36.85     0.07        234.4     0.032        10.4                               N/A         H                                  
J1947.3+4447      N/A                        2MASXJ19471938+4449425     Sy2            296.81    44.84     36.86     0.15        235.5     0.069        23.5                               N/A         N                                  
J0333.3+3720      N/A                        2MASXJ03331873+3718107     Sy1.5          53.35     37.31     36.87     0.15        236.6     0.069        24.8                               N/A         N                                  
J2040.2-5126      ESO234-063                 ESO234-IG063               Sy2            310.04    -51.44    36.88     0.07        237.7     0.032        12.1                               N/A         H                                  
J0843.5+3551      PGC087423                  2MASXJ08434495+3549421     Sy2            130.91    35.85     36.89     0.07        238.8     0.032        11.0                               N/A         H                                  
J0405.3-3707      ESO359-019                 ESO359-G019                Sy1.9          61.34     -37.16    36.90     0.07        239.9     0.032        12.1                               N/A         H                                  
J0636.5-2036      PGC019313                  2MASXJ06363227-2034532     Sy2            99.09     -20.63    36.90     0.07        239.9     0.032        9.3                                N/A         H                                  
J0519.5-3140      ESO362-021                 PKS0521-36                 BeamedAGN      80.76     -36.46    36.91     0.07        241.0     0.032        35.1                               N/A         H                                  
J1240.9-3331      ESO381-007                 ESO381-G007                Sy1.9          190.19    -33.57    36.92     0.07        242.1     0.032        21.1                               N/A         H                                  
J1508.8-0013      PGC054082                  Mrk1393                    Sy1.9          227.18    -0.18     36.92     0.07        242.1     0.032        17.2                               N/A         H                                  
J1628.1+5145      PGC058223                  Mrk1498                    Sy2            247.03    51.76     36.96     0.06        246.6     0.028        43.0                               N/A         H                                  
J1856.6-5443      2MASXJ18564935-5442298     2MASXJ18564935-5442298     Sy1.9          284.21    -54.72    36.97     0.06        247.7     0.028        16.9                               N/A         H                                  
J1952.4+0237      3C403                      3C403                      Sy2            298.07    2.48      36.98     0.06        248.9     0.028        29.7                               N/A         H                                  
J1120.8-4316      ESO265-023                 ESO265-G023                Sy1.9          170.24    -43.23    36.98     0.06        248.9     0.028        15.0                               N/A         H                                  
J0733.5+4421      PGC2239991                 2MASXJ07332379+4414484     Sy2            113.37    44.21     36.98     0.06        248.9     0.028        12.5                               N/A         H                                  
J0534.8-6026      2MASXJ05343093-6016153     2MASXJ05343093-6016153     Sy1            83.70     -60.27    36.98     0.06        248.9     0.028        10.7                               N/A         H                                  
