#i	X	Y	Z
0	-7.774	-0.054	0.106
0	-7.764	-0.059	0.107
0	-7.754	-0.063	0.108
0	-7.745	-0.067	0.109
0	-7.734	-0.071	0.109
0	-7.721	-0.075	0.110
0	-7.712	-0.078	0.110
0	-7.702	-0.082	0.110
0	-7.692	-0.085	0.109
0	-7.684	-0.087	0.108
0	-7.675	-0.090	0.107
0	-7.666	-0.093	0.107
0	-7.657	-0.096	0.106
0	-7.648	-0.100	0.105
0	-7.639	-0.103	0.105
0	-7.630	-0.106	0.104
0	-7.621	-0.110	0.104
0	-7.612	-0.113	0.104
0	-7.601	-0.117	0.104
0	-7.591	-0.121	0.104
0	-7.583	-0.123	0.105
0	-7.575	-0.126	0.105
0	-7.566	-0.128	0.105
0	-7.556	-0.131	0.106
0	-7.546	-0.133	0.106
0	-7.535	-0.136	0.106
0	-7.527	-0.138	0.106
0	-7.519	-0.140	0.106
0	-7.512	-0.142	0.106
0	-7.502	-0.144	0.106
0	-7.492	-0.146	0.106
0	-7.483	-0.149	0.106
0	-7.471	-0.152	0.105
0	-7.463	-0.153	0.105
0	-7.456	-0.155	0.104
0	-7.446	-0.157	0.103
0	-7.438	-0.159	0.103
0	-7.427	-0.162	0.103
0	-7.415	-0.165	0.102
0	-7.403	-0.168	0.102
0	-7.392	-0.171	0.102
0	-7.382	-0.174	0.101
0	-7.371	-0.177	0.101
0	-7.358	-0.180	0.100
0	-7.350	-0.182	0.100
0	-7.342	-0.185	0.100
0	-7.329	-0.188	0.100
0	-7.320	-0.191	0.100
0	-7.312	-0.194	0.100
0	-7.303	-0.198	0.100
0	-7.294	-0.202	0.100
0	-7.286	-0.206	0.100
0	-7.279	-0.210	0.100
0	-7.271	-0.214	0.100
0	-7.265	-0.217	0.100
0	-7.259	-0.220	0.099
0	-7.252	-0.224	0.099
0	-7.244	-0.227	0.098
0	-7.236	-0.231	0.096
0	-7.228	-0.235	0.094
0	-7.219	-0.240	0.091
0	-7.212	-0.243	0.088
0	-7.205	-0.246	0.085
0	-7.198	-0.248	0.082
0	-7.192	-0.250	0.079
0	-7.183	-0.253	0.074
0	-7.174	-0.256	0.069
0	-7.166	-0.259	0.064
0	-7.159	-0.261	0.059
0	-7.152	-0.263	0.054
0	-7.149	-0.264	0.051
0	-7.142	-0.267	0.045
0	-7.136	-0.270	0.040
0	-7.131	-0.273	0.034
0	-7.125	-0.276	0.028
0	-7.121	-0.279	0.023
0	-7.116	-0.282	0.018
0	-7.111	-0.285	0.013
0	-7.104	-0.290	0.006
0	-7.098	-0.294	0.001
0	-7.091	-0.299	-0.005
0	-7.083	-0.306	-0.011
0	-7.078	-0.311	-0.016
0	-7.073	-0.315	-0.020
0	-7.069	-0.320	-0.025
0	-7.064	-0.324	-0.029
0	-7.059	-0.329	-0.034
0	-7.054	-0.335	-0.039
0	-7.049	-0.341	-0.044
0	-7.044	-0.346	-0.048
0	-7.041	-0.350	-0.052
0	-7.036	-0.356	-0.057
0	-7.031	-0.364	-0.062
0	-7.027	-0.370	-0.066
0	-7.023	-0.377	-0.070
0	-7.018	-0.384	-0.074
0	-7.014	-0.392	-0.078
0	-7.010	-0.399	-0.081
0	-7.006	-0.406	-0.084
0	-7.002	-0.413	-0.086
0	-6.999	-0.421	-0.089
0	-6.995	-0.428	-0.091
0	-6.992	-0.435	-0.094
0	-6.988	-0.444	-0.098
0	-6.986	-0.450	-0.100
0	-6.984	-0.457	-0.102
0	-6.983	-0.464	-0.104
0	-6.981	-0.472	-0.107
0	-6.979	-0.481	-0.110
0	-6.978	-0.488	-0.114
0	-6.977	-0.496	-0.118
0	-6.976	-0.503	-0.122
0	-6.976	-0.511	-0.126
0	-6.976	-0.520	-0.131
0	-6.975	-0.528	-0.136
0	-6.975	-0.536	-0.140
0	-6.976	-0.544	-0.146
0	-6.977	-0.554	-0.152
0	-6.977	-0.562	-0.157
0	-6.978	-0.568	-0.161
0	-6.978	-0.575	-0.164
0	-6.979	-0.582	-0.168
0	-6.979	-0.592	-0.174
0	-6.980	-0.599	-0.178
0	-6.981	-0.607	-0.182
0	-6.982	-0.615	-0.186
0	-6.983	-0.624	-0.190
0	-6.984	-0.633	-0.194
0	-6.985	-0.642	-0.199
0	-6.985	-0.651	-0.205
0	-6.985	-0.658	-0.210
0	-6.986	-0.666	-0.215
0	-6.986	-0.676	-0.222
0	-6.987	-0.683	-0.226
0	-6.988	-0.691	-0.230
0	-6.989	-0.700	-0.235
0	-6.990	-0.709	-0.240
0	-6.990	-0.716	-0.244
0	-6.991	-0.723	-0.247
0	-6.991	-0.730	-0.250
0	-6.991	-0.738	-0.254
0	-6.990	-0.746	-0.257
0	-6.990	-0.752	-0.259
0	-6.990	-0.758	-0.260
0	-6.990	-0.765	-0.262
0	-6.990	-0.777	-0.265
0	-6.991	-0.788	-0.268
0	-6.991	-0.796	-0.270
0	-6.992	-0.804	-0.272
0	-6.993	-0.812	-0.274
0	-6.994	-0.821	-0.276
0	-6.996	-0.830	-0.278
0	-6.997	-0.839	-0.279
0	-6.999	-0.849	-0.279
0	-7.000	-0.857	-0.280
0	-7.001	-0.865	-0.280
0	-7.003	-0.872	-0.281
0	-7.005	-0.882	-0.282
0	-7.007	-0.890	-0.283
0	-7.010	-0.898	-0.284
0	-7.012	-0.906	-0.286
0	-7.014	-0.914	-0.287
0	-7.016	-0.920	-0.288
0	-7.018	-0.926	-0.290
0	-7.020	-0.934	-0.291
0	-7.021	-0.942	-0.293
0	-7.022	-0.951	-0.295
0	-7.022	-0.959	-0.297
0	-7.021	-0.968	-0.298
0	-7.021	-0.974	-0.300
0	-7.020	-0.980	-0.302
0	-7.018	-0.988	-0.303
0	-7.017	-0.995	-0.305
0	-7.015	-1.001	-0.307
0	-7.013	-1.007	-0.309
0	-7.010	-1.015	-0.312
0	-7.007	-1.023	-0.315
0	-7.003	-1.030	-0.318
0	-6.998	-1.038	-0.321
0	-6.993	-1.045	-0.325
0	-6.988	-1.052	-0.328
0	-6.983	-1.058	-0.331
0	-6.979	-1.064	-0.335
0	-6.974	-1.070	-0.339
0	-6.970	-1.076	-0.343
0	-6.966	-1.081	-0.347
0	-6.960	-1.088	-0.353
0	-6.955	-1.093	-0.358
0	-6.949	-1.098	-0.363
0	-6.944	-1.102	-0.367
0	-6.939	-1.106	-0.372
0	-6.932	-1.110	-0.377
0	-6.925	-1.115	-0.382
0	-6.917	-1.119	-0.387
0	-6.911	-1.122	-0.391
0	-6.904	-1.125	-0.395
0	-6.900	-1.127	-0.397
0	-6.896	-1.129	-0.400
0	-6.892	-1.130	-0.402
0	-6.886	-1.133	-0.405
0	-6.880	-1.135	-0.408
0	-6.874	-1.138	-0.412
0	-6.867	-1.141	-0.416
0	-6.858	-1.146	-0.421
0	-6.850	-1.150	-0.426
0	-6.842	-1.154	-0.431
0	-6.835	-1.159	-0.435
0	-6.830	-1.164	-0.439
0	-6.824	-1.169	-0.443
0	-6.820	-1.173	-0.447
0	-6.814	-1.178	-0.452
0	-6.808	-1.183	-0.456
0	-6.802	-1.188	-0.460
0	-6.795	-1.193	-0.465
0	-6.788	-1.197	-0.470
0	-6.780	-1.201	-0.475
0	-6.773	-1.205	-0.481
0	-6.765	-1.209	-0.486
0	-6.758	-1.212	-0.491
0	-6.750	-1.215	-0.497
0	-6.744	-1.218	-0.501
0	-6.738	-1.220	-0.505
0	-6.731	-1.224	-0.510
0	-6.724	-1.228	-0.515
0	-6.718	-1.232	-0.519
0	-6.711	-1.236	-0.522
0	-6.704	-1.241	-0.526
0	-6.697	-1.247	-0.530
0	-6.690	-1.255	-0.532
0	-6.684	-1.262	-0.535
0	-6.678	-1.270	-0.537
0	-6.673	-1.276	-0.538
0	-6.668	-1.284	-0.540
0	-6.662	-1.294	-0.542
0	-6.658	-1.302	-0.544
0	-6.653	-1.312	-0.546
0	-6.649	-1.320	-0.548
0	-6.646	-1.329	-0.549
0	-6.643	-1.337	-0.550
0	-6.641	-1.345	-0.551
0	-6.638	-1.353	-0.552
0	-6.635	-1.362	-0.553
0	-6.632	-1.371	-0.553
0	-6.629	-1.381	-0.554
0	-6.626	-1.388	-0.554
0	-6.624	-1.395	-0.554
0	-6.622	-1.403	-0.554
0	-6.620	-1.411	-0.555
0	-6.617	-1.420	-0.555
0	-6.614	-1.428	-0.555
0	-6.611	-1.437	-0.556
0	-6.607	-1.446	-0.556
0	-6.604	-1.456	-0.557
0	-6.601	-1.464	-0.558
0	-6.598	-1.472	-0.559
0	-6.595	-1.480	-0.561
0	-6.592	-1.489	-0.562
0	-6.590	-1.498	-0.564
0	-6.588	-1.505	-0.565
0	-6.586	-1.514	-0.566
0	-6.584	-1.521	-0.568
0	-6.582	-1.530	-0.569
0	-6.580	-1.536	-0.570
0	-6.579	-1.543	-0.571
0	-6.577	-1.550	-0.572
0	-6.575	-1.560	-0.574
0	-6.573	-1.571	-0.575
0	-6.572	-1.581	-0.577
0	-6.571	-1.589	-0.578
0	-6.570	-1.597	-0.580
0	-6.568	-1.607	-0.581
0	-6.566	-1.616	-0.583
0	-6.564	-1.625	-0.584
0	-6.562	-1.633	-0.584
0	-6.560	-1.641	-0.585
0	-6.557	-1.649	-0.586
0	-6.554	-1.656	-0.587
0	-6.551	-1.665	-0.588
0	-6.548	-1.674	-0.589
0	-6.546	-1.682	-0.590
0	-6.543	-1.691	-0.591
0	-6.540	-1.701	-0.592
0	-6.537	-1.709	-0.594
0	-6.535	-1.716	-0.595
0	-6.532	-1.724	-0.597
0	-6.529	-1.732	-0.599
0	-6.526	-1.740	-0.600
0	-6.523	-1.749	-0.602
0	-6.520	-1.758	-0.605
0	-6.517	-1.766	-0.607
0	-6.513	-1.778	-0.610
0	-6.510	-1.788	-0.613
0	-6.507	-1.801	-0.617
0	-6.506	-1.809	-0.619
0	-6.504	-1.816	-0.620
0	-6.503	-1.825	-0.623
0	-6.502	-1.835	-0.625
0	-6.501	-1.844	-0.627
0	-6.500	-1.856	-0.630
0	-6.500	-1.868	-0.633
0	-6.500	-1.876	-0.635
0	-6.499	-1.884	-0.637
0	-6.499	-1.893	-0.639
0	-6.500	-1.902	-0.642
0	-6.500	-1.911	-0.646
0	-6.500	-1.919	-0.649
0	-6.501	-1.928	-0.653
0	-6.501	-1.937	-0.657
0	-6.501	-1.944	-0.660
0	-6.501	-1.952	-0.663
0	-6.501	-1.961	-0.666
0	-6.501	-1.971	-0.670
0	-6.500	-1.981	-0.673
0	-6.499	-1.993	-0.677
0	-6.498	-2.006	-0.681
0	-6.495	-2.019	-0.684
0	-6.493	-2.028	-0.687
0	-6.490	-2.039	-0.691
0	-6.485	-2.050	-0.696
0	-6.481	-2.060	-0.700
0	-6.476	-2.068	-0.703
0	-6.471	-2.076	-0.707
0	-6.465	-2.084	-0.711
0	-6.460	-2.092	-0.715
0	-6.454	-2.099	-0.718
0	-6.448	-2.107	-0.722
0	-6.442	-2.115	-0.726
0	-6.435	-2.124	-0.731
0	-6.430	-2.133	-0.735
0	-6.425	-2.142	-0.740
0	-6.421	-2.148	-0.743
0	-6.418	-2.155	-0.746
0	-6.415	-2.161	-0.750
0	-6.411	-2.171	-0.756
0	-6.408	-2.180	-0.762
0	-6.406	-2.189	-0.768
0	-6.404	-2.197	-0.773
0	-6.402	-2.205	-0.778
0	-6.401	-2.212	-0.783
0	-6.400	-2.221	-0.788
0	-6.399	-2.228	-0.792
0	-6.399	-2.237	-0.797
0	-6.398	-2.245	-0.802
0	-6.397	-2.254	-0.806
0	-6.397	-2.263	-0.811
0	-6.397	-2.274	-0.816
0	-6.398	-2.286	-0.822
0	-6.398	-2.295	-0.826
0	-6.400	-2.305	-0.830
0	-6.401	-2.312	-0.833
0	-6.402	-2.320	-0.836
0	-6.404	-2.330	-0.839
0	-6.405	-2.336	-0.842
0	-6.407	-2.344	-0.844
0	-6.409	-2.352	-0.846
0	-6.410	-2.362	-0.849
0	-6.412	-2.371	-0.851
0	-6.413	-2.382	-0.853
0	-6.414	-2.393	-0.856
0	-6.414	-2.406	-0.859
0	-6.414	-2.416	-0.860
0	-6.414	-2.430	-0.863
0	-6.412	-2.441	-0.865
0	-6.410	-2.452	-0.868
0	-6.408	-2.462	-0.870
0	-6.406	-2.471	-0.873
0	-6.403	-2.481	-0.876
0	-6.401	-2.488	-0.878
0	-6.399	-2.497	-0.881
0	-6.398	-2.505	-0.883
0	-6.396	-2.513	-0.885
0	-6.394	-2.523	-0.888
0	-6.392	-2.533	-0.890
0	-6.390	-2.544	-0.893
0	-6.388	-2.553	-0.895
0	-6.386	-2.562	-0.897
0	-6.384	-2.572	-0.899
0	-6.382	-2.582	-0.901
0	-6.380	-2.591	-0.903
0	-6.377	-2.605	-0.906
0	-6.375	-2.617	-0.908
0	-6.372	-2.629	-0.911
0	-6.369	-2.641	-0.913
0	-6.367	-2.650	-0.914
0	-6.364	-2.661	-0.916
0	-6.361	-2.675	-0.919
0	-6.358	-2.690	-0.922
0	-6.356	-2.701	-0.924
0	-6.354	-2.711	-0.927
0	-6.353	-2.722	-0.929
0	-6.352	-2.734	-0.933
0	-6.350	-2.746	-0.936
0	-6.348	-2.758	-0.939
0	-6.347	-2.770	-0.942
0	-6.345	-2.782	-0.945
0	-6.343	-2.793	-0.948
0	-6.340	-2.805	-0.951
0	-6.337	-2.817	-0.954
0	-6.334	-2.829	-0.957
0	-6.329	-2.842	-0.960
0	-6.325	-2.853	-0.962
0	-6.321	-2.866	-0.964
0	-6.317	-2.878	-0.966
0	-6.313	-2.889	-0.968
0	-6.309	-2.901	-0.970
0	-6.305	-2.913	-0.972
0	-6.300	-2.925	-0.975
0	-6.296	-2.935	-0.977
0	-6.292	-2.946	-0.980
0	-6.287	-2.956	-0.984
0	-6.282	-2.967	-0.987
0	-6.277	-2.977	-0.991
0	-6.271	-2.987	-0.994
0	-6.266	-2.996	-0.998
0	-6.261	-3.006	-1.002
0	-6.256	-3.016	-1.006
0	-6.252	-3.025	-1.009
0	-6.247	-3.034	-1.013
0	-6.241	-3.045	-1.017
0	-6.236	-3.055	-1.020
0	-6.231	-3.064	-1.022
0	-6.226	-3.075	-1.025
0	-6.222	-3.084	-1.027
0	-6.217	-3.094	-1.029
0	-6.213	-3.104	-1.031
0	-6.209	-3.113	-1.032
0	-6.205	-3.123	-1.034
0	-6.201	-3.132	-1.036
0	-6.197	-3.144	-1.039
0	-6.194	-3.153	-1.041
0	-6.190	-3.163	-1.043
0	-6.187	-3.173	-1.046
0	-6.185	-3.183	-1.048
0	-6.182	-3.192	-1.050
0	-6.179	-3.204	-1.054
0	-6.177	-3.213	-1.056
0	-6.175	-3.222	-1.059
0	-6.172	-3.232	-1.063
0	-6.170	-3.244	-1.067
0	-6.167	-3.257	-1.072
0	-6.165	-3.265	-1.074
0	-6.163	-3.273	-1.077
0	-6.160	-3.283	-1.080
0	-6.158	-3.293	-1.083
0	-6.155	-3.304	-1.086
0	-6.152	-3.313	-1.089
0	-6.150	-3.322	-1.091
0	-6.148	-3.331	-1.094
0	-6.145	-3.342	-1.097
0	-6.142	-3.354	-1.100
0	-6.139	-3.367	-1.104
0	-6.137	-3.377	-1.107
0	-6.135	-3.388	-1.110
0	-6.133	-3.400	-1.113
0	-6.130	-3.413	-1.117
0	-6.128	-3.422	-1.120
0	-6.126	-3.432	-1.123
0	-6.123	-3.446	-1.126
0	-6.121	-3.460	-1.130
0	-6.119	-3.474	-1.133
0	-6.117	-3.485	-1.136
0	-6.115	-3.498	-1.138
0	-6.114	-3.510	-1.141
0	-6.112	-3.522	-1.143
0	-6.111	-3.533	-1.145
0	-6.110	-3.545	-1.148
0	-6.108	-3.559	-1.151
0	-6.107	-3.573	-1.154
0	-6.105	-3.585	-1.157
0	-6.103	-3.599	-1.160
0	-6.100	-3.612	-1.163
0	-6.096	-3.629	-1.167
0	-6.093	-3.641	-1.170
0	-6.089	-3.654	-1.174
0	-6.085	-3.667	-1.177
0	-6.081	-3.682	-1.181
0	-6.078	-3.693	-1.184
0	-6.075	-3.707	-1.188
0	-6.071	-3.722	-1.192
0	-6.068	-3.735	-1.194
0	-6.065	-3.745	-1.197
0	-6.061	-3.757	-1.198
0	-6.057	-3.770	-1.200
0	-6.054	-3.781	-1.202
0	-6.052	-3.790	-1.203
0	-6.050	-3.799	-1.205
0	-6.047	-3.809	-1.206
0	-6.046	-3.818	-1.208
0	-6.044	-3.827	-1.210
0	-6.042	-3.838	-1.213
0	-6.040	-3.850	-1.215
0	-6.038	-3.861	-1.217
0	-6.036	-3.874	-1.220
0	-6.033	-3.887	-1.223
0	-6.031	-3.899	-1.226
0	-6.028	-3.910	-1.229
0	-6.026	-3.920	-1.231
0	-6.025	-3.933	-1.235
0	-6.023	-3.947	-1.239
0	-6.022	-3.959	-1.243
0	-6.021	-3.970	-1.247
0	-6.020	-3.981	-1.252
0	-6.019	-3.993	-1.257
0	-6.019	-4.006	-1.263
0	-6.018	-4.017	-1.268
0	-6.018	-4.029	-1.274
0	-6.017	-4.042	-1.280
0	-6.016	-4.057	-1.287
0	-6.015	-4.069	-1.292
0	-6.013	-4.081	-1.296
0	-6.011	-4.093	-1.300
0	-6.008	-4.107	-1.305
0	-6.006	-4.118	-1.308
0	-6.003	-4.130	-1.312
0	-6.001	-4.141	-1.315
0	-5.998	-4.153	-1.318
0	-5.995	-4.167	-1.322
0	-5.993	-4.177	-1.325
0	-5.991	-4.186	-1.327
0	-5.989	-4.197	-1.330
0	-5.986	-4.209	-1.334
0	-5.983	-4.222	-1.338
0	-5.981	-4.233	-1.341
0	-5.978	-4.244	-1.344
0	-5.974	-4.257	-1.347
0	-5.970	-4.269	-1.350
0	-5.965	-4.282	-1.353
0	-5.960	-4.294	-1.356
0	-5.955	-4.306	-1.359
0	-5.950	-4.317	-1.361
0	-5.944	-4.329	-1.364
0	-5.937	-4.341	-1.366
0	-5.931	-4.355	-1.368
0	-5.925	-4.368	-1.370
0	-5.919	-4.380	-1.372
0	-5.914	-4.393	-1.374
0	-5.911	-4.400	-1.376
0	-5.907	-4.409	-1.377
0	-5.902	-4.421	-1.379
0	-5.898	-4.430	-1.380
0	-5.894	-4.440	-1.382
0	-5.887	-4.455	-1.384
0	-5.881	-4.470	-1.385
0	-5.876	-4.481	-1.387
0	-5.870	-4.492	-1.389
0	-5.863	-4.507	-1.390
0	-5.856	-4.521	-1.391
0	-5.848	-4.536	-1.392
0	-5.840	-4.551	-1.392
0	-5.831	-4.566	-1.392
0	-5.823	-4.579	-1.392
0	-5.817	-4.589	-1.391
0	-5.811	-4.599	-1.391
0	-5.805	-4.610	-1.391
0	-5.800	-4.618	-1.390
0	-5.795	-4.628	-1.390
0	-5.789	-4.637	-1.389
0	-5.783	-4.648	-1.389
0	-5.776	-4.659	-1.389
0	-5.769	-4.668	-1.389
0	-5.761	-4.679	-1.389
0	-5.755	-4.689	-1.390
0	-5.748	-4.698	-1.391
0	-5.741	-4.707	-1.391
0	-5.733	-4.717	-1.392
0	-5.723	-4.730	-1.394
0	-5.715	-4.739	-1.395
0	-5.707	-4.747	-1.397
0	-5.701	-4.753	-1.398
0	-5.696	-4.759	-1.400
0	-5.688	-4.766	-1.402
0	-5.680	-4.773	-1.404
0	-5.669	-4.783	-1.408
0	-5.659	-4.790	-1.411
0	-5.649	-4.798	-1.414
0	-5.637	-4.806	-1.418
0	-5.628	-4.813	-1.421
0	-5.616	-4.820	-1.425
0	-5.606	-4.826	-1.429
0	-5.601	-4.830	-1.431
0	-5.592	-4.835	-1.435
0	-5.583	-4.841	-1.439
0	-5.574	-4.846	-1.442
0	-5.564	-4.853	-1.446
0	-5.553	-4.859	-1.450
0	-5.542	-4.865	-1.454
0	-5.531	-4.872	-1.458
0	-5.518	-4.878	-1.462
0	-5.504	-4.885	-1.466
0	-5.500	-4.887	-1.467
0	-5.493	-4.890	-1.468
0	-5.486	-4.893	-1.470
0	-5.475	-4.898	-1.473
0	-5.459	-4.903	-1.477
0	-5.447	-4.907	-1.480
0	-5.435	-4.910	-1.484
0	-5.422	-4.914	-1.487
0	-5.410	-4.917	-1.490
0	-5.398	-4.919	-1.494
0	-5.385	-4.922	-1.498
0	-5.370	-4.925	-1.502
0	-5.356	-4.928	-1.506
0	-5.342	-4.930	-1.511
0	-5.325	-4.932	-1.517
0	-5.310	-4.934	-1.523
0	-5.294	-4.936	-1.529
0	-5.281	-4.937	-1.536
0	-5.267	-4.938	-1.543
0	-5.254	-4.939	-1.550
0	-5.242	-4.940	-1.556
0	-5.230	-4.941	-1.563
0	-5.219	-4.941	-1.569
0	-5.206	-4.942	-1.576
0	-5.201	-4.942	-1.580
0	-5.191	-4.942	-1.586
0	-5.181	-4.942	-1.591
0	-5.171	-4.942	-1.597
0	-5.159	-4.942	-1.604
0	-5.146	-4.943	-1.611
0	-5.134	-4.943	-1.618
0	-5.123	-4.944	-1.624
0	-5.111	-4.944	-1.631
0	-5.102	-4.945	-1.636
0	-5.094	-4.945	-1.640
0	-5.085	-4.946	-1.645
0	-5.075	-4.946	-1.651
0	-5.065	-4.947	-1.658
0	-5.055	-4.947	-1.664
0	-5.045	-4.947	-1.670
0	-5.034	-4.947	-1.677
0	-5.022	-4.947	-1.685
0	-5.009	-4.947	-1.695
0	-4.999	-4.947	-1.702
0	-4.990	-4.947	-1.709
0	-4.979	-4.947	-1.717
0	-4.969	-4.947	-1.725
0	-4.958	-4.947	-1.733
0	-4.946	-4.948	-1.743
0	-4.935	-4.948	-1.753
0	-4.923	-4.947	-1.764
0	-4.909	-4.946	-1.779
0	-4.900	-4.946	-1.789
0	-4.893	-4.946	-1.797
0	-4.886	-4.946	-1.806
0	-4.878	-4.946	-1.816
0	-4.870	-4.946	-1.828
0	-4.861	-4.946	-1.840
0	-4.853	-4.946	-1.852
0	-4.845	-4.946	-1.865
0	-4.837	-4.945	-1.879
0	-4.831	-4.945	-1.888
0	-4.825	-4.944	-1.899
0	-4.819	-4.944	-1.912
0	-4.813	-4.943	-1.925
0	-4.806	-4.943	-1.939
0	-4.800	-4.943	-1.953
0	-4.794	-4.943	-1.967
0	-4.788	-4.942	-1.980
0	-4.782	-4.942	-1.994
0	-4.779	-4.941	-1.999
0	-4.776	-4.941	-2.007
0	-4.773	-4.940	-2.014
0	-4.768	-4.940	-2.025
0	-4.763	-4.939	-2.037
0	-4.758	-4.937	-2.052
0	-4.754	-4.936	-2.064
0	-4.750	-4.936	-2.075
0	-4.746	-4.935	-2.089
0	-4.743	-4.935	-2.102
0	-4.739	-4.935	-2.117
0	-4.737	-4.935	-2.129
0	-4.734	-4.935	-2.144
0	-4.732	-4.936	-2.159
0	-4.731	-4.937	-2.173
0	-4.729	-4.939	-2.186
0	-4.728	-4.940	-2.201
0	-4.727	-4.941	-2.217
0	-4.727	-4.942	-2.234
0	-4.728	-4.942	-2.246
0	-4.728	-4.942	-2.257
0	-4.729	-4.943	-2.271
0	-4.730	-4.944	-2.286
0	-4.732	-4.944	-2.302
0	-4.735	-4.945	-2.319
0	-4.737	-4.946	-2.332
0	-4.740	-4.946	-2.346
0	-4.742	-4.946	-2.357
0	-4.744	-4.946	-2.369
0	-4.747	-4.946	-2.382
0	-4.750	-4.946	-2.397
0	-4.752	-4.947	-2.409
0	-4.755	-4.947	-2.421
0	-4.758	-4.947	-2.434
0	-4.761	-4.947	-2.450
0	-4.763	-4.947	-2.462
0	-4.765	-4.947	-2.475
0	-4.768	-4.946	-2.489
0	-4.770	-4.946	-2.500
0	-4.772	-4.945	-2.509
0	-4.773	-4.944	-2.518
0	-4.776	-4.943	-2.530
0	-4.778	-4.942	-2.543
0	-4.781	-4.941	-2.558
0	-4.785	-4.941	-2.574
0	-4.788	-4.941	-2.586
0	-4.791	-4.941	-2.598
0	-4.795	-4.941	-2.613
0	-4.798	-4.941	-2.628
0	-4.800	-4.941	-2.634
0	-4.804	-4.941	-2.650
0	-4.808	-4.941	-2.665
0	-4.813	-4.941	-2.679
0	-4.819	-4.941	-2.695
0	-4.823	-4.941	-2.706
0	-4.828	-4.941	-2.717
0	-4.835	-4.940	-2.735
0	-4.841	-4.940	-2.749
0	-4.848	-4.939	-2.764
0	-4.855	-4.939	-2.779
0	-4.863	-4.939	-2.795
0	-4.870	-4.939	-2.808
0	-4.877	-4.939	-2.821
0	-4.884	-4.939	-2.834
0	-4.892	-4.939	-2.849
0	-4.899	-4.939	-2.859
0	-4.906	-4.939	-2.871
0	-4.914	-4.940	-2.884
0	-4.922	-4.940	-2.896
0	-4.930	-4.940	-2.909
0	-4.937	-4.939	-2.921
0	-4.946	-4.939	-2.937
0	-4.955	-4.939	-2.951
0	-4.963	-4.938	-2.964
0	-4.971	-4.938	-2.978
0	-4.979	-4.938	-2.990
0	-4.984	-4.938	-2.999
0	-4.990	-4.938	-3.009
0	-4.996	-4.937	-3.019
0	-5.004	-4.937	-3.032
0	-5.012	-4.937	-3.043
0	-5.020	-4.937	-3.055
0	-5.028	-4.938	-3.065
0	-5.036	-4.939	-3.076
0	-5.045	-4.940	-3.087
0	-5.055	-4.941	-3.097
0	-5.057	-4.941	-3.100
0	-5.062	-4.942	-3.106
0	-5.068	-4.943	-3.113
0	-5.075	-4.944	-3.121
0	-5.084	-4.946	-3.132
0	-5.098	-4.948	-3.150
0	-5.109	-4.950	-3.164
0	-5.120	-4.952	-3.179
0	-5.131	-4.955	-3.194
0	-5.139	-4.957	-3.205
0	-5.146	-4.958	-3.215
